_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
grantdo01,"March 19, 1995","Martinsburg, West Virginia",0.0,0.0,0.0,-,3,-38.1,0.0,0.0,0.0,0.0,Clemson University,,,,,6-8,"Hargrave Military Academy in Chatham, Virginia",Donte Grantham,Small Forward,Right,215lb
gratedo01,"August 27, 1923","Greenfield, Ohio",1.5,16.7,,100.0,2,-,2.0,-,0.0,,Ohio State University,,,,,6-2,"Greenfield in Greenfield, Ohio",Don Grate,Forward/Guard,Right,185lb
gravebu01,"January 5, 1962","Scarsdale, New York",0.3,33.3,0.0,20.0,4,-0.8,1.3,0.5,-0.1,33.3,Yale University,68th overall,3rd round,Philadelphia 76ers,1984,6-3,"Scarsdale in Scarsdale, New York",Butch Graves,Shooting Guard,Right,200lb
grayaa01,"December 7, 1984","Tarzana, California",0.7,50.9,0.0,56.2,318,11.5,3.4,3.7,6.2,50.9,University of Pittsburgh,49th overall,2nd round,Chicago Bulls,2007,7-0,"Emmaus in Emmaus, Pennsylvania",Aaron Gray,Center,Right,270lb
grayde01,"May 31, 1972","Baltimore, Maryland",0.3,36.5,-,61.8,27,11.3,2.5,1.4,0.1,36.5,Clemson University,,,,,6-7,"Saint Frances Academy in Baltimore, Maryland",Devin Gray,Power Forward and Small Forward,Left,240lb
grayed01,"September 27, 1975","Riverside, California",0.8,33.9,34.1,81.4,60,9.6,6.2,1.2,0.1,37.8,"University of Tennessee, University of California",22nd overall,1st round,Atlanta Hawks,1997,6-3,"North in Riverside, California",Ed Gray,Shooting Guard,Right,210lb
grayev01,"December 13, 1969","Bloomington, California",0.4,26.7,25.0,100.0,5,2.8,2.6,0.6,-0.1,30.0,"University of Nevada, Las Vegas",,,,,6-7,"Bloomington in Bloomington, California",Evric Gray,Small Forward,Right,235lb
grayga01,"February 23, 1945",,0.6,36.6,,70.0,44,5.4,2.4,0.5,-0.5,,Oklahoma City University,26th overall,3rd round,Cincinnati Royals,1967,6-1,"Fort Cobb in Fort Cobb, Oklahoma",Gary Gray,Shooting Guard,Right,185lb
grayjo01,"September 9, 1993","Lake Charles, Louisiana",2.4,26.8,23.1,63.6,5,7.2,6.4,2.0,-0.2,30.5,Louisiana State University,,,,,6-1,"Wheatley HS in Houston, Texas",Josh Gray,Point Guard,Right,180lb
grayle01,"December 19, 1951","Kansas City, Kansas",2.2,46.9,,73.9,224,12.7,10.8,5.2,9.9,,"California State University, Long Beach",45th overall,3rd round,Atlanta Hawks,1973,6-8,"Sumner in Kansas City, Kansas",Leonard Gray,Power Forward,Right,240lb
grayst01,"May 27, 1963","Panama Canal Zone, Panama",0.4,44.6,0.0,66.3,386,8.6,2.3,2.6,3.3,44.6,"University of California, Los Angeles",29th overall,2nd round,Indiana Pacers,1984,7-0,"John F. Kennedy in Granada Hills, California",Stuart Gray,Center,Right,235lb
graysy01,"July 8, 1967","Millington, Tennessee",2.1,42.0,25.0,67.3,55,11.2,8.0,5.2,0.7,42.1,University of Memphis,35th overall,2nd round,Miami Heat,1988,6-6,"Bolton in Arlington, Tennessee",Sylvester Gray,Small Forward,Right,230lb
graywy01,"March 20, 1922",,0.7,28.3,,57.0,67,-,5.4,-,2.0,,Harvard University,,,,,6-1,"Akron South in Akron, Ohio",Wyndol Gray,Guard/Forward,Right,175lb
grayeje01,"December 17, 1965","Flint, Michigan",1.4,45.7,25.5,66.3,438,12.0,7.4,3.0,9.0,46.3,Iowa State University,13th overall,1st round,Milwaukee Bucks,1988,6-5,"Flint Northwestern in Flint, Michigan",Jeff Grayer,Shooting Guard and Small Forward,Right,200lb
greacbo01,"September 15, 1947",,0.9,37.4,-,60.0,47,7.9,2.4,1.4,-0.1,37.4,Rutgers University,17th overall,2nd round,Milwaukee Bucks,1969,6-7,"Merchantville in Merchantville, New Jersey",Bob Greacen,Small Forward,Right,206lb
greenac01,"October 4, 1963","Portland, Oregon",1.1,49.4,25.4,73.4,1278,14.4,9.6,7.4,99.5,50.1,Oregon State University,23rd overall,1st round,Los Angeles Lakers,1985,6-9,"Benson Polytechnic in Portland, Oregon",A.C. Green,Power Forward and Small Forward,Right,220lb
greenda02,"June 22, 1987","North Babylon, New York",1.6,42.4,40.4,81.7,620,13.2,9.0,3.5,39.2,54.9,University of North Carolina,46th overall,2nd round,Cleveland Cavaliers,2009,6-6,"St. Mary's in Manhasset, New York",Danny Green,Shooting Guard,Right,215lb
greende01,"October 25, 1982","Columbus, Ohio",0.3,21.4,0.0,61.9,27,4.7,0.9,0.9,-0.1,21.4,Hampton University,,,,,6-7,"Beechcroft in Columbus, Ohio",Devin Green,Shooting Guard,Right,210lb
greendr01,"March 4, 1990","Saginaw, Michigan",4.9,43.9,32.3,70.6,533,15.3,9.1,6.9,43.3,50.0,Michigan State University,35th overall,2nd round,Golden State Warriors,2012,6-7,"Saginaw in Saginaw, Michigan",Draymond Green,Small Forward and Power Forward,Right,230lb
greener01,"May 9, 1991","Inglewood, California",0.8,37.7,28.8,85.7,52,9.3,3.1,0.7,0.1,42.0,Virginia Polytechnic Institute and State University,46th overall,2nd round,Utah Jazz,2013,6-4,"Paul VI in Fairfax, Virginia",Erick Green,Point Guard,Right,185lb
greenge01,"January 26, 1986","Houston, Texas",0.9,41.7,36.1,81.8,658,13.0,9.7,2.5,18.4,50.4,,18th overall,1st round,Boston Celtics,2005,6-7,"Gulf Shores Academy in Houston, Texas",Gerald Green,Shooting Guard and Small Forward,Right,205lb
greenja01,"June 21, 1990","Montgomery, Alabama",0.9,47.9,36.9,77.0,299,14.1,8.4,6.1,14.2,52.4,University of Alabama,,,,,6-9,"St. Jude in Montgomery, Alabama",JaMychal Green,Power Forward,Right,227lb
greenje02,"August 28, 1986","Cheverly, Maryland",1.6,44.1,33.3,80.5,860,13.3,13.2,4.5,40.2,48.8,Georgetown University,5th overall,1st round,Boston Celtics,2007,6-9,"Northwestern in Hyattsville, Maryland",Jeff Green,Small Forward and Power Forward,Right,235lb
greenjo01,"December 8, 1933","Dayton, Ohio",1.4,49.3,,55.3,1057,17.1,11.6,8.6,58.0,,Michigan State University,5th overall,1st round,New York Knicks,1959,6-5,"Paul Laurence Dunbar in Dayton, Ohio",Johnny Green,Power Forward,Left,200lb
greenke01,"September 19, 1959","Newman, Georgia",0.3,48.1,-,55.6,7,19.3,4.4,3.9,0.3,48.1,University of Texas-Pan American,34th overall,2nd round,Denver Nuggets,1981,6-8,"Newman in Newman, Georgia",Ken Green,Power Forward,Right,215lb
greenke02,"October 11, 1964","Eustis, Florida",0.3,41.2,0.0,72.1,60,8.1,4.4,1.7,-0.3,41.2,Wake Forest University,12th overall,1st round,Washington Bullets,1985,6-6,"Eustis in Eustis, Florida",Kenny Green,Small Forward,Right,210lb
greenla01,"March 22, 1947","Birmingham, Alabama",0.8,43.0,-,66.0,411,10.6,5.2,6.2,7.4,43.0,Morehead State University,33rd overall,3rd round,Phoenix Suns,1969,6-7,"Carver in Birmingham, Alabama",Lamar Green,Center and Power Forward,Right,210lb
greenli01,"March 7, 1970","Pascagoula, Mississippi",1.2,42.0,7.7,66.5,148,11.6,2.9,0.5,1.6,42.3,University of Georgia,39th overall,2nd round,Chicago Bulls,1992,6-1,"Moss Point in Moss Point, Mississippi",Litterial Green,Point Guard,Right,185lb
greenlu01,"November 13, 1946","New York, New York",0.3,38.3,0.0,50.7,90,10.5,4.3,3.6,-0.5,38.3,Long Island University,41st overall,3rd round,Cincinnati Royals,1969,6-7,"DeWitt Clinton in Bronx, New York",Luther Green,Power Forward,Right,190lb
greenmi01,"August 6, 1951","McComb, Mississippi",1.3,48.0,8.3,73.2,459,16.3,11.5,6.9,27.6,48.0,Louisiana Tech University,4th overall,1st round,Seattle SuperSonics,1973,6-10,"Higgins in McComb, Mississippi",Mike Green,Center,Right,200lb
greenri01,"August 18, 1954","Chicago, Illinois",5.5,46.9,20.7,80.7,946,15.3,9.4,1.9,47.2,47.1,University of Michigan,16th overall,1st round,Golden State Warriors,1977,6-0,"Hirsch Metro in Chicago, Illinois",Rickey Green,Point Guard,Right,170lb
greense01,"February 2, 1970","Santa Monica, California",0.5,38.6,24.6,62.0,84,9.7,4.2,1.0,-1.3,40.5,"North Carolina State University, Iona College",41st overall,2nd round,Indiana Pacers,1991,6-5,"Oak Hill Academy in Mouth of Wilson, Virginia",Sean Green,Shooting Guard,Right,210lb
greensi01,"August 20, 1933","New York, New York",3.3,38.7,,67.6,504,9.1,9.2,4.3,10.0,,Duquesne University,1st overall,1st round,Rochester Royals,1956,6-2,"Boys in Brooklyn, New York",Si Green,Shooting Guard and Point Guard,Right,185lb
greensi02,"January 4, 1961","Brooklyn, New York",0.9,45.4,3.7,73.8,679,12.1,7.5,6.1,17.4,45.5,"University of Nevada, Las Vegas",5th overall,1st round,Chicago Bulls,1983,6-9,"Thomas Jefferson in Brooklyn, New York",Sidney Green,Center and Power Forward,Right,220lb
greenst01,"October 4, 1953","Madison, Wisconsin",0.8,44.1,0.0,73.0,205,12.0,5.8,2.4,3.4,44.1,Indiana University,30th overall,2nd round,Chicago Bulls,1975,6-7,"Silver Creek in Sellersburg, Indiana",Steve Green,Small Forward,Right,220lb
greenta01,"November 28, 1986","Fort Lauderdale, Florida",0.6,28.0,18.2,91.7,17,7.0,1.6,0.6,-0.1,32.0,University of Florida,52nd overall,2nd round,Portland Trail Blazers,2007,6-0,"Cardinal Gibbons in Ft. Lauderdale, Florida",Taurean Green,Shooting Guard and Point Guard,Right,177lb
greento01,"April 8, 1956","Baton Rouge, Louisiana",2.4,38.8,,76.2,59,8.3,3.9,1.2,-0.3,,Southern University and A&M College,35th overall,2nd round,New Orleans Jazz,1978,6-2,"McKinley in Baton Rouge, Louisiana",Tommie Green,Point Guard,Right,185lb
greenwi01,"July 28, 1981","Detroit, Michigan",1.4,42.5,34.6,76.5,731,11.0,8.3,1.8,12.9,47.1,University of Detroit Mercy,41st overall,2nd round,Seattle SuperSonics,2003,6-4,"Cooley in Detroit, Michigan",Willie Green,Shooting Guard,Right,200lb
greendo01,"February 21, 1988","Munich, Germany",0.7,40.6,30.4,70.1,253,10.0,6.1,2.4,1.5,46.3,Syracuse University,28th overall,1st round,Memphis Grizzlies,2008,6-11,"Towson Catholic in Towson, Maryland",Donte Greene,Small Forward and Power Forward,Right,226lb
greenor01,"February 4, 1982","Gainesville, Florida",1.2,38.7,21.2,64.2,131,6.1,2.5,1.5,-0.7,40.4,"University of Florida, University of Louisiana at Lafayette",53rd overall,2nd round,Boston Celtics,2005,6-4,"Gainesville in Gainesville, Florida",Orien Greene,Point Guard and Shooting Guard,Right,208lb
greenje01,"November 22, 1941",,0.4,38.8,,72.4,25,9.8,4.9,3.3,0.4,,University of Maryland,24th overall,3rd round,Philadelphia 76ers,1963,6-5,"Weequahic in Newark, New Jersey",Jerry Greenspan,Shooting Guard,Right,195lb
greenda01,"May 27, 1957","Lynwood, California",2.0,47.7,13.8,76.5,823,13.6,10.2,7.9,46.4,47.8,"University of California, Los Angeles",2nd overall,1st round,Chicago Bulls,1979,6-9,"Verbum Dei in Los Angeles, California",Dave Greenwood,Power Forward,Right,222lb
greerha01,"June 26, 1936","Huntington, West Virginia",4.0,45.2,,80.1,1122,15.7,19.2,5.0,102.7,,Marshall University,13th overall,2nd round,Syracuse Nationals,1958,6-2,"Douglass in Huntington, West Virginia",Hal Greer,Point Guard and Shooting Guard,Right,175lb
greerly01,"October 23, 1979","Philadelphia, Pennsylvania",1.3,43.3,34.6,84.4,41,14.0,4.1,0.7,0.7,49.6,Temple University,,,,,6-2,"George Washington Carver High School of Engineering and Science in Philadelphia, Pennsylvania",Lynn Greer,Shooting Guard,Left,175lb
gregoga01,"August 13, 1945","Charlestown, West Virginia",1.3,43.6,75.0,72.5,361,11.7,8.9,6.3,3.9,43.6,University of South Carolina,24th overall,3rd round,New York Knicks,1967,6-7,"South Charleston in Charleston, West Virginia",Gary Gregor,Small Forward and Power Forward,Right,225lb
gregocl01,"December 26, 1958","Washington, District of Columbia",0.6,45.6,0.0,33.3,25,12.9,5.4,3.9,0.0,45.6,University of Wisconsin,41st overall,2nd round,Washington Bullets,1981,6-8,"Coolidge in Washington, District of Columbia",Claude Gregory,Power Forward,Right,205lb
greigjo01,"April 28, 1961","Sacramento, California",0.0,53.8,-,83.3,9,19.9,2.1,0.7,0.1,53.8,University of Oregon,65th overall,3rd round,Seattle SuperSonics,1982,6-7,"Timberline in Olympia, Washington",John Greig,Small Forward,Right,215lb
grekino01,"June 22, 1930","Philadelphia, Pennsylvania",0.0,-,,-,1,-23.3,0.0,0.0,0.0,,La Salle University,1953 NBA Draft,3rd roun,Philadelphia Warriors,,6-5,"West Philadelphia in Philadelphia, Pennsylvania",Norm Grekin,Forward,Right,180lb
greveke01,"May 12, 1953","Hamilton, Ohio",1.9,43.7,33.4,81.7,672,12.9,11.0,2.4,26.5,44.8,University of Kentucky,18th overall,1st round,Washington Bullets,1975,6-5,"Taft in Hamilton, Ohio",Kevin Grevey,Shooting Guard and Small Forward,Left,210lb
greyde01,"August 26, 1947","San Diego, California",0.8,41.0,0.0,53.6,62,8.8,8.8,5.6,0.6,41.0,California Western Uiversity,,,,,6-8,"Crawford in San Diego, California",Dennis Grey,Center,Right,215lb
griffad01,"July 4, 1974","Wichita, Kansas",1.4,43.8,27.8,76.3,477,11.8,4.0,3.2,16.3,45.2,Seton Hall University,,,,,6-5,"Wichita East in Wichita, Kansas",Adrian Griffin,Small Forward and Shooting Guard,Left,217lb
griffbl01,"March 16, 1989","Oklahoma City, Oklahoma",4.5,50.2,34.2,69.2,604,22.2,21.9,9.0,75.3,52.1,University of Oklahoma,1st overall,1st round,Los Angeles Clippers,2009,6-10,"Oklahoma Christian School in Edmond, Oklahoma",Blake Griffin,Power Forward,Right,250lb
griffed01,"May 30, 1982","Philadelphia, Pennsylvania",0.8,37.7,31.5,67.1,303,14.3,7.2,5.8,10.9,43.0,Seton Hall University,7th overall,1st round,New Jersey Nets,2001,6-10,"Roman Catholic in Philadelphia, Pennsylvania",Eddie Griffin,Power Forward and Center,Right,220lb
griffgr01,"September 6, 1952","Cleveland, Ohio",0.7,36.1,,63.9,36,6.8,4.0,2.9,-0.1,,Idaho State University,71st overall,4th round,Phoenix Suns,1977,6-7,,Greg Griffin,Small Forward,Right,190lb
griffpa01,"January 20, 1954","Shelby, Michigan",2.3,50.5,-,69.2,480,11.9,5.1,5.5,19.6,50.5,Western Michigan University,74th overall,5th round,New Orleans Jazz,1976,6-9,"Shelby in Shelby, Michigan",Paul Griffin,Power Forward and Center,Right,205lb
griffta01,"April 18, 1986","Oklahoma City, Oklahoma",0.1,40.0,0.0,50.0,8,5.2,1.3,0.3,0.0,40.0,University of Oklahoma,48th overall,2nd round,Phoenix Suns,2009,6-7,"Oklahoma Christian School in Edmond, Oklahoma",Taylor Griffin,Small Forward,Right,238lb
griffda01,"June 16, 1958","Louisville, Kentucky",2.1,46.3,33.2,70.7,765,14.6,16.2,3.3,22.0,48.7,University of Louisville,2nd overall,1st round,Utah Jazz,1980,6-4,"Male in Louisville, Kentucky",Darrell Griffith,Shooting Guard,Right,190lb
grigsch01,"August 15, 1928","Dayton, Ohio",1.0,36.8,,25.0,7,9.9,2.3,1.6,0.0,,University of Dayton,,1952 NBA Draf,Baltimore Bullets,,6-5,,Chuck Grigsby,Guard,Right,190lb
grimmde01,"August 3, 1974","Peoria, Illinois",0.0,28.6,33.3,100.0,9,7.9,1.6,0.4,0.0,42.9,University of Missouri,,,,,6-9,"Morton in Morton, Illinois",Derek Grimm,Small Forward,Right,230lb
grimswo01,"September 24, 1919",United Kingdom,0.0,35.7,,47.7,21,-,2.9,-,0.6,,Brown University,,,,,6-1,"Dean Academy in Franklin, Massachusetts",Woody Grimshaw,Guard,Right,185lb
groatdi01,"November 4, 1930","Wilkinsburg, Pennsylvania",2.7,36.8,,79.0,26,18.2,11.9,3.3,2.0,,Duke University,3rd overall,1st round,Fort Wayne Pistons,1952,5-11,"Swissvale in Swissvale, Pennsylvania",Dick Groat,Point Guard,Right,180lb
grossbo01,"August 3, 1953","San Pedro, California",2.9,51.2,17.9,79.8,513,14.7,8.9,4.4,30.7,51.2,"Seattle University, California State University, Long Beach",25th overall,2nd round,Portland Trail Blazers,1975,6-6,"Fermin Lausen in San Pedro, California",Bob Gross,Small Forward,Right,200lb
grossmi01,"September 7, 1947","Raritan, New Jersey",0.4,44.1,-,56.5,25,10.0,4.1,4.9,-0.1,44.1,University of Louisville,42nd overall,3rd round,Philadelphia 76ers,1969,6-9,"Bridgewater-Raritan in Raritan, New Jersey",Mike Grosso,Center,Right,230lb
groteje01,"December 28, 1940",,0.4,54.5,,100.0,11,14.9,1.3,0.4,0.1,,Loyola Marymount University,28th overall,4th round,St. Louis Hawks,1962,6-4,"Cantwell in Montebello, California",Jerry Grote,Guard,Right,215lb
grozaal01,"October 7, 1926","Martins Ferry, Ohio",2.4,47.4,,75.6,130,-,22.5,10.7,35.9,,University of Kentucky,2nd overall,1st round,Indianapolis Olympians,1949,6-7,"Martins Ferry in Martins Ferry, Ohio",Alex Groza,Center,Right,218lb
grubadi01,"July 26, 1947","Schenectady, New York",0.5,66.7,-,-,2,20.2,2.0,0.0,0.0,66.7,University of North Carolina,83rd overall,6th round,Los Angeles Lakers,1969,6-4,,Dick Grubar,Guard,Right,184lb
grundan01,"April 15, 1979","Louisville, Kentucky",0.8,50.0,33.3,64.3,12,16.6,4.3,1.4,0.2,56.6,North Carolina State University,,,,,6-3,"Warren Central in Bowling Green, Kentucky",Anthony Grundy,Shooting Guard,Right,180lb
grunfer01,"April 24, 1955","Satu-Mare, Romania",2.0,47.7,33.7,77.0,693,12.7,7.4,2.6,25.0,48.1,University of Tennessee,11th overall,1st round,Milwaukee Bucks,1977,6-6,"Forest Hills in Forest Hills, New York",Ernie Grunfeld,Shooting Guard and Small Forward,Right,210lb
guarige01,"September 13, 1937","Duryea, Pennsylvania",0.3,37.6,,61.1,129,9.0,3.2,2.3,1.2,,George Washington University,14th overall,2nd round,Boston Celtics,1959,6-5,"Holy Rosary in Duryea, Pennsylvania",Gene Guarilia,Small Forward,Right,220lb
gudmupe01,"October 30, 1958","Reykjavik, Iceland",1.0,49.4,50.0,75.4,150,10.6,4.6,3.8,2.1,49.5,University of Washington,61st overall,3rd round,Portland Trail Blazers,1981,7-2,"Mercer Island in Mercer Island, Washington",Petur Gudmundsson,Center,Right,260lb
gueriri01,"May 29, 1932","New York, New York",5.0,41.6,,78.0,848,17.3,17.3,5.0,69.2,,Iona College,17th overall,2nd round,New York Knicks,1954,6-4,"Mount Saint Michael in Bronx, New York",Richie Guerin,Shooting Guard,Right,195lb
guglito01,"December 19, 1969","Huntington Station, New York",2.8,45.1,28.4,75.7,763,15.9,13.0,7.3,40.2,46.3,North Carolina State University,6th overall,1st round,Washington Bullets,1992,6-10,"Walt Whitman in Huntington Station, New York",Tom Gugliotta,Small Forward and Power Forward,Right,240lb
guibean01,"October 28, 1968","Havana, Cuba",0.5,32.8,0.0,64.0,22,7.9,2.7,2.8,-0.2,32.8,,,,,,6-10,"Manuel Fajardo in Havana, Cuba",Andres Guibert,Center and Power Forward,Right,225lb
guidija01,"August 18, 1969","Milwaukee, Wisconsin",0.3,40.2,-,60.9,64,9.9,1.5,1.5,0.4,40.2,University of Minnesota Duluth,,,,,6-10,"Dominican in Whitefish Bay, Wisconsin",Jay Guidinger,Center,Right,255lb
gunthco01,"February 5, 1923","New York, New York",0.8,33.2,,64.2,84,-,10.6,-,8.6,,Boston College,,,,,6-4,"South Side in Rockville Centre, New York",Coulby Gunther,Forward,Right,190lb
gunthda01,"July 22, 1937",,3.0,50.0,,-,1,31.6,2.0,3.0,0.0,,University of Iowa,56th overall,8th round,Philadelphia Warriors,1959,6-7,"Lemars in Lemars, Iowa",Dave Gunther,Forward,Right,190lb
guokaal01,"August 7, 1925","Philadelphia, Pennsylvania",1.7,31.1,,56.0,57,-,3.8,-,-1.0,,Saint Joseph's University,,,,,6-5,"Saint Joseph's Preparatory School in Philadelphia, Pennsylvania",Al Guokas,Forward/Guard,Right,200lb
guokama01,"November 11, 1915",,0.2,26.9,,55.3,47,-,1.7,-,1.1,,Saint Joseph's University,,,,,6-3,"Roman Catholic in Philadelphia, Pennsylvania",Matt Guokas,Forward,Right,195lb
guokama02,"February 25, 1944","Philadelphia, Pennsylvania",3.0,48.9,,72.7,735,9.8,5.8,2.0,26.7,,Saint Joseph's University,9th overall,1st round,Philadelphia 76ers,1966,6-5,"St. Joseph's Preparatory School in Philadelphia, Pennsylvania",Matt Guokas,Shooting Guard and Small Forward,Right,175lb
gutiejo01,"December 27, 1988","Chihuahua, Mexico",1.5,50.0,17.6,77.8,47,10.9,2.9,1.1,0.8,51.4,University of California,,,,,6-3,"Findlay Prep in Henderson, Nevada",Jorge Gutierrez,Point Guard,Right,191lb
guytoaj01,"February 12, 1978","Peoria, Illinois",1.8,37.7,37.8,82.2,80,10.9,5.5,1.0,0.3,46.0,Indiana University,32nd overall,2nd round,Chicago Bulls,2000,6-1,"Central in Peoria, Illinois",A.J. Guyton,Point Guard,Right,180lb
hackeru01,"May 10, 1953","Mount Vernon, New York",1.1,41.1,-,61.9,28,10.0,5.5,3.3,0.4,41.1,Syracuse University,37th overall,3rd round,New Orleans Jazz,1975,6-9,"Mount Vernon in Mount Vernon, New York",Rudy Hackett,Power Forward,Right,210lb
haddaha01,"May 19, 1985","Ahvaz, Islamic Republic of Iran",0.3,46.3,0.0,63.2,151,13.3,2.2,2.5,1.6,46.3,,,,,,7-2,,Hamed Haddadi,Center,Right,254lb
hadnoji01,"January 15, 1940","Jasper, Texas",1.8,46.7,0.0,66.8,77,18.2,17.5,12.2,6.2,46.7,Providence College,25th overall,3rd round,Boston Celtics,1962,6-10,"McClymonds in Oakland, California",Jim Hadnot,Center,Right,235lb
haffnsc01,"February 2, 1966","Terre Haute, Indiana",1.8,40.3,13.0,66.7,50,8.4,4.3,1.1,-0.1,41.0,"University of Illinois at Urbana-Champaign, University of Evansville",45th overall,2nd round,Miami Heat,1989,6-3,"Noblesville in Noblesville, Indiana",Scott Haffner,Point Guard,Right,180lb
hagancl01,"December 9, 1931","Owensboro, Kentucky",3.2,45.4,0.0,79.9,839,19.8,17.7,6.6,85.3,45.4,University of Kentucky,1953 NBA Draft,3rd roun,Boston Celtics,,6-4,"Owensboro in Owensboro, Kentucky",Cliff Hagan,Small Forward,Right,210lb
hagangl01,"June 25, 1955","Sanford, Florida",2.0,42.9,-,100.0,4,18.1,1.8,1.0,0.1,42.9,St. Bonaventure University,43rd overall,2nd round,Philadelphia 76ers,1978,6-0,"Cardinal Mooney in Rochester, New York",Glenn Hagan,Point Guard,Right,170lb
